,Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD),lien,Database Operations,Memory Read Cached,Memory Read Uncached,Memory Write,Latency,Memory Threaded
164,Corsair CMK32GX4M4A2133C13 8GB,36,15.6,11.7,$179.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2133C15+8GB&id=7371,"3,972 KOps/Sec","27,519 MBytes/Sec","15,169 MBytes/Sec","10,886 MBytes/Sec",41 ns (lower is better),"36,090 MBytes/Sec"
165,Corsair CMK32GX4M4A2133C15 8GB,37,14.2,10.5,$241.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2400C12+8GB&id=8935,"4,129 KOps/Sec","25,532 MBytes/Sec","15,034 MBytes/Sec","9,929 MBytes/Sec",44 ns (lower is better),"36,506 MBytes/Sec"
166,Corsair CMK32GX4M4A2400C12 8GB,26,14.8,10.9,$189.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2400C14+8GB&id=6617,"4,492 KOps/Sec","28,365 MBytes/Sec","15,340 MBytes/Sec","11,303 MBytes/Sec",40 ns (lower is better),"39,126 MBytes/Sec"
167,Corsair CMK32GX4M4A2400C14 8GB,37,15.2,11.5,$399.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2400C16+8GB&id=8063,"4,516 KOps/Sec","29,545 MBytes/Sec","15,518 MBytes/Sec","11,800 MBytes/Sec",42 ns (lower is better),"37,588 MBytes/Sec"
168,Corsair CMK32GX4M4A2400C16 8GB,40,15.0,11.9,$272.76*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2666C15+8GB&id=6734,"4,756 KOps/Sec","29,106 MBytes/Sec","16,454 MBytes/Sec","11,759 MBytes/Sec",35 ns (lower is better),"35,350 MBytes/Sec"
169,Corsair CMK32GX4M4A2666C15 8GB,34,16.4,12.1,$152.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2666C16+8GB&id=6800,"4,682 KOps/Sec","29,258 MBytes/Sec","15,413 MBytes/Sec","11,283 MBytes/Sec",42 ns (lower is better),"38,162 MBytes/Sec"
170,Corsair CMK32GX4M4A2666C16 8GB,38,15.2,11.7,$144.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4A2800C16+8GB&id=6979,"5,654 KOps/Sec","26,928 MBytes/Sec","14,971 MBytes/Sec","12,571 MBytes/Sec",34 ns (lower is better),"38,584 MBytes/Sec"
171,Corsair CMK32GX4M4A2800C16 8GB,33,14.5,12.1,$249.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B2800C14+8GB&id=7976,"3,981 KOps/Sec","24,405 MBytes/Sec","14,831 MBytes/Sec","9,973 MBytes/Sec",44 ns (lower is better),"29,689 MBytes/Sec"
172,Corsair CMK32GX4M4B2800C14 8GB,25,15.6,11.8,$224.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3000C15+8GB&id=7580,"4,654 KOps/Sec","30,203 MBytes/Sec","17,485 MBytes/Sec","13,130 MBytes/Sec",34 ns (lower is better),"38,625 MBytes/Sec"
173,Corsair CMK32GX4M4B3000C15 8GB,32,17.2,13.3,$194.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3200C14+8GB&id=10045,"4,792 KOps/Sec","30,171 MBytes/Sec","16,645 MBytes/Sec","12,571 MBytes/Sec",35 ns (lower is better),"36,047 MBytes/Sec"
174,Corsair CMK32GX4M4B3200C14 8GB,20,19.0,14.5,$284.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3200C16+8GB&id=8475,"5,658 KOps/Sec","31,492 MBytes/Sec","18,628 MBytes/Sec","14,430 MBytes/Sec",38 ns (lower is better),"44,130 MBytes/Sec"
175,Corsair CMK32GX4M4B3200C16 8GB,33,16.9,14.5,$169.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3333C16+8GB&id=9623,"4,397 KOps/Sec","29,970 MBytes/Sec","18,200 MBytes/Sec","13,391 MBytes/Sec",32 ns (lower is better),"33,957 MBytes/Sec"
176,Corsair CMK32GX4M4B3333C16 8GB,27,18.2,13.4,$349.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3466C16+8GB&id=8362,"7,651 KOps/Sec","32,640 MBytes/Sec","18,548 MBytes/Sec","15,153 MBytes/Sec",39 ns (lower is better),"62,691 MBytes/Sec"
177,Corsair CMK32GX4M4B3466C16 8GB,27,19.0,16.5,$389.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3600C16+8GB&id=9563,"4,875 KOps/Sec","26,377 MBytes/Sec","16,948 MBytes/Sec","14,545 MBytes/Sec",32 ns (lower is better),"49,709 MBytes/Sec"
178,Corsair CMK32GX4M4B3600C18 8GB,32,17.0,14.7,$289.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3733C17+8GB&id=10007,NA,"30,514 MBytes/Sec","19,840 MBytes/Sec","14,632 MBytes/Sec",20 ns (lower is better),NA
179,Corsair CMK32GX4M4B3733C17 8GB,20,19.8,14.6,$668.23*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B3866C18+8GB&id=10661,"2,886 KOps/Sec","29,616 MBytes/Sec","17,773 MBytes/Sec","14,142 MBytes/Sec",27 ns (lower is better),"27,612 MBytes/Sec"
180,Corsair CMK32GX4M4B3866C18 8GB,20,19.9,15.2,$883.15*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4B4000C19+8GB&id=10552,"6,443 KOps/Sec","29,915 MBytes/Sec","19,595 MBytes/Sec","16,003 MBytes/Sec",34 ns (lower is better),"41,497 MBytes/Sec"
181,Corsair CMK32GX4M4C3000C15 8GB,33,16.4,13.6,$169.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4C3000C16+8GB&id=15233,"5,516 KOps/Sec","33,920 MBytes/Sec","18,915 MBytes/Sec","15,496 MBytes/Sec",25 ns (lower is better),"33,657 MBytes/Sec"
182,Corsair CMK32GX4M4C3333C16 8GB,25,14.6,12.0,$340.24*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4C3400C16+8GB&id=9972,"6,525 KOps/Sec","31,275 MBytes/Sec","20,171 MBytes/Sec","15,173 MBytes/Sec",31 ns (lower is better),"46,299 MBytes/Sec"
183,Corsair CMK32GX4M4C3400C16 8GB,25,16.0,12.3,$319.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4D3000C16+8GB&id=12773,"5,228 KOps/Sec","31,478 MBytes/Sec","16,452 MBytes/Sec","12,603 MBytes/Sec",38 ns (lower is better),"40,836 MBytes/Sec"
184,Corsair CMK32GX4M4D3000C16 8GB,33,16.3,13.8,$152.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4D3200C16+8GB&id=11656,"4,710 KOps/Sec","25,671 MBytes/Sec","13,886 MBytes/Sec","9,795 MBytes/Sec",61 ns (lower is better),"45,645 MBytes/Sec"
185,Corsair CMK32GX4M4E4133C19 8GB,43,15.2,12.4,$499.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4K3600C16+8GB&id=14270,"7,101 KOps/Sec","34,608 MBytes/Sec","22,811 MBytes/Sec","16,023 MBytes/Sec",41 ns (lower is better),"46,326 MBytes/Sec"
186,Corsair CMK32GX4M4K4133C19 8GB,40,14.0,13.2,$519.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4K4266C19+8GB&id=11701,"8,209 KOps/Sec","35,500 MBytes/Sec","21,196 MBytes/Sec","19,068 MBytes/Sec",21 ns (lower is better),"49,659 MBytes/Sec"
187,Corsair CMK32GX4M4Z2933C16 8GB,42,15.4,14.1,$167.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK32GX4M4Z3200C16+8GB&id=12799,"5,940 KOps/Sec","32,014 MBytes/Sec","18,617 MBytes/Sec","14,287 MBytes/Sec",41 ns (lower is better),"48,966 MBytes/Sec"
188,Corsair CMK32GX4M4Z3200C16 8GB,32,17.9,15.6,$346.52*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK4GX4M1A2400C14+4GB&id=7988,"4,422 KOps/Sec","28,250 MBytes/Sec","18,366 MBytes/Sec","12,348 MBytes/Sec",38 ns (lower is better),"35,743 MBytes/Sec"
189,Corsair CMK4GX4M1A2400C14 4GB,30,18.2,13.2,$26.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK4GX4M1A2400C16+4GB&id=8772,"3,137 KOps/Sec","26,806 MBytes/Sec","16,660 MBytes/Sec","8,933 MBytes/Sec",53 ns (lower is better),"33,481 MBytes/Sec"
190,Corsair CMK4GX4M1A2400C16 4GB,24,15.7,11.1,$26.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK4GX4M1D2400C14+4GB&id=11554,"2,148 KOps/Sec","17,612 MBytes/Sec","9,901 MBytes/Sec","5,488 MBytes/Sec",108 ns (lower is better),"37,007 MBytes/Sec"
191,Corsair CMK4GX4M1D2400C14 4GB,72,15.4,7.8,$69.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M2A2400C16+32GB&id=13873,"5,945 KOps/Sec","32,030 MBytes/Sec","16,949 MBytes/Sec","12,524 MBytes/Sec",35 ns (lower is better),"32,174 MBytes/Sec"
192,Corsair CMK64GX4M2A2400C16 32GB,31,18.0,13.0,$463.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M2A2666C16+32GB&id=13952,"6,192 KOps/Sec","34,015 MBytes/Sec","17,069 MBytes/Sec","12,988 MBytes/Sec",40 ns (lower is better),"32,041 MBytes/Sec"
193,Corsair CMK64GX4M2A2666C16 32GB,31,17.1,13.4,$353.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M2C3200C16+32GB&id=14208,NA,NA,NA,NA,NA,NA
194,Corsair CMK64GX4M2D3600C18 32GB,37,17.3,14.7,$469.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M2E3200C16+32GB&id=14052,"6,789 KOps/Sec","34,417 MBytes/Sec","19,397 MBytes/Sec","14,077 MBytes/Sec",45 ns (lower is better),"39,318 MBytes/Sec"
195,Corsair CMK64GX4M2E3200C16 32GB,35,19.2,14.7,$349.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M2Z4000C18+32GB&id=15026,"6,792 KOps/Sec","34,653 MBytes/Sec","19,532 MBytes/Sec","15,704 MBytes/Sec",43 ns (lower is better),"41,086 MBytes/Sec"
196,Corsair CMK64GX4M4A2133C13 16GB,37,14.5,11.6,$289.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4A2400C14+16GB&id=8359,"4,429 KOps/Sec","27,916 MBytes/Sec","14,627 MBytes/Sec","11,270 MBytes/Sec",42 ns (lower is better),"34,573 MBytes/Sec"
197,Corsair CMK64GX4M4A2400C14 16GB,40,14.6,11.3,$449.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4A2400C16+16GB&id=9652,"5,666 KOps/Sec","29,206 MBytes/Sec","15,367 MBytes/Sec","12,011 MBytes/Sec",39 ns (lower is better),"48,421 MBytes/Sec"
198,Corsair CMK64GX4M4A2400C16 16GB,37,15.1,12.2,$454.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4A2666C16+16GB&id=8567,"5,882 KOps/Sec","31,875 MBytes/Sec","16,282 MBytes/Sec","12,548 MBytes/Sec",40 ns (lower is better),"35,624 MBytes/Sec"
199,Corsair CMK64GX4M4A2666C16 16GB,35,16.5,13.0,$399.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4B2800C14+16GB&id=8280,"10,679 KOps/Sec","31,236 MBytes/Sec","21,268 MBytes/Sec","15,759 MBytes/Sec",31 ns (lower is better),"55,101 MBytes/Sec"
200,Corsair CMK64GX4M4B2800C14 16GB,27,14.8,11.1,$464.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4B3000C15+16GB&id=8249,NA,"24,163 MBytes/Sec","14,386 MBytes/Sec","11,715 MBytes/Sec",27 ns (lower is better),NA
201,Corsair CMK64GX4M4B3000C15 16GB,27,14.4,11.7,$359.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4B3200C16+16GB&id=8172,"6,371 KOps/Sec","32,382 MBytes/Sec","17,418 MBytes/Sec","13,631 MBytes/Sec",39 ns (lower is better),"41,190 MBytes/Sec"
202,Corsair CMK64GX4M4B3200C16 16GB,32,17.8,14.1,$349.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4B3333C16+16GB&id=8395,"5,149 KOps/Sec","29,787 MBytes/Sec","15,910 MBytes/Sec","13,327 MBytes/Sec",41 ns (lower is better),"52,367 MBytes/Sec"
203,Corsair CMK64GX4M4B3333C16 16GB,31,16.5,13.9,$673.64*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4B3466C16+16GB&id=9113,NA,"25,626 MBytes/Sec","18,790 MBytes/Sec","14,753 MBytes/Sec",21 ns (lower is better),NA
204,Corsair CMK64GX4M4B3466C16 16GB,21,18.8,14.8,$579.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4B3600C18+16GB&id=11487,"7,306 KOps/Sec","33,139 MBytes/Sec","18,274 MBytes/Sec","15,363 MBytes/Sec",36 ns (lower is better),"50,638 MBytes/Sec"
205,Corsair CMK64GX4M4C3000C15 16GB,39,14.5,14.5,$449.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4C3000C16+16GB&id=11948,NA,"32,949 MBytes/Sec","18,516 MBytes/Sec","13,804 MBytes/Sec",22 ns (lower is better),NA
206,Corsair CMK64GX4M4C3200C16 16GB,32,16.9,15.4,$499.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4C3333C16+16GB&id=13506,NA,"30,746 MBytes/Sec","20,952 MBytes/Sec","11,198 MBytes/Sec",53 ns (lower is better),NA
207,Corsair CMK64GX4M4D3000C16 16GB,37,15.3,13.3,$299.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4D3600C18+16GB&id=16156,"7,176 KOps/Sec","34,150 MBytes/Sec","21,950 MBytes/Sec","16,757 MBytes/Sec",46 ns (lower is better),"47,068 MBytes/Sec"
208,Corsair CMK64GX4M4E3200C16 16GB,36,16.4,13.2,$623.98*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4G4000C18+16GB&id=19167,"7,085 KOps/Sec","33,091 MBytes/Sec","18,342 MBytes/Sec","17,585 MBytes/Sec",34 ns (lower is better),"53,342 MBytes/Sec"
209,Corsair CMK64GX4M4K3733C17 16GB,20,19.4,15.0,$839.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M4X4000C18+16GB&id=15052,"5,995 KOps/Sec","31,036 MBytes/Sec","13,841 MBytes/Sec","12,797 MBytes/Sec",42 ns (lower is better),"51,742 MBytes/Sec"
210,Corsair CMK64GX4M8A2133C13 8GB,28,13.2,10.6,$269.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8A2400C14+8GB&id=6907,"5,348 KOps/Sec","26,346 MBytes/Sec","13,802 MBytes/Sec","10,560 MBytes/Sec",44 ns (lower is better),"45,892 MBytes/Sec"
211,Corsair CMK64GX4M8A2400C14 8GB,40,14.3,11.2,$499.95*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8A2666C16+8GB&id=7542,"4,108 KOps/Sec","24,112 MBytes/Sec","13,080 MBytes/Sec","10,480 MBytes/Sec",37 ns (lower is better),"40,458 MBytes/Sec"
212,Corsair CMK64GX4M8A2666C16 8GB,28,13.2,10.1,$519.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8B2800C14+8GB&id=8881,NA,"23,887 MBytes/Sec","14,132 MBytes/Sec","11,753 MBytes/Sec",27 ns (lower is better),NA
213,Corsair CMK64GX4M8B2800C14 8GB,27,14.1,11.8,$379.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8B3200C16+8GB&id=13503,"6,206 KOps/Sec","30,564 MBytes/Sec","13,836 MBytes/Sec","14,889 MBytes/Sec",37 ns (lower is better),"83,822 MBytes/Sec"
214,Corsair CMK64GX4M8X3600C18 8GB,30,17.7,15.4,$729.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8X4000C19+8GB&id=12289,"6,936 KOps/Sec","31,296 MBytes/Sec","14,166 MBytes/Sec","13,520 MBytes/Sec",42 ns (lower is better),"59,449 MBytes/Sec"
215,Corsair CMK64GX4M8X4000C19 8GB,29,12.6,14.8,$879.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8X4133C19+8GB&id=12140,"3,574 KOps/Sec","28,770 MBytes/Sec","11,560 MBytes/Sec","12,229 MBytes/Sec",50 ns (lower is better),"52,607 MBytes/Sec"
216,Corsair CMK64GX4M8X4133C19 8GB,26,12.3,15.3,$899.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8X4200C19+8GB&id=12062,NA,NA,NA,NA,NA,NA
217,Corsair CMK64GX4M8X4200C19 8GB,28,12.9,15.0,$919.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8X4266C19+8GB&id=13683,"6,653 KOps/Sec","29,705 MBytes/Sec","11,597 MBytes/Sec","13,218 MBytes/Sec",51 ns (lower is better),"59,334 MBytes/Sec"
218,Corsair CMK64GX4M8Z2933C16 8GB,84,12.8,10.5,$459.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK64GX4M8%C3%AF%C2%BF%C2%BD2800C14+8GB&id=8814,NA,NA,NA,NA,NA,NA
219,Corsair CMK8GX4M1A2400C14 8GB,34,15.8,11.5,$55.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M1A2400C16+8GB&id=8582,"3,799 KOps/Sec","28,859 MBytes/Sec","16,378 MBytes/Sec","10,361 MBytes/Sec",44 ns (lower is better),"31,293 MBytes/Sec"
220,Corsair CMK8GX4M1A2400C16 8GB,32,16.4,12.3,$37.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M1A2666C16+8GB&id=8234,"4,306 KOps/Sec","29,615 MBytes/Sec","16,611 MBytes/Sec","11,309 MBytes/Sec",39 ns (lower is better),"31,716 MBytes/Sec"
221,Corsair CMK8GX4M1A2666C16 8GB,31,16.6,12.6,$50.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M1D2400C14+8GB&id=11613,NA,"29,135 MBytes/Sec","15,675 MBytes/Sec","9,266 MBytes/Sec",24 ns (lower is better),NA
222,Corsair CMK8GX4M1D3000C16 8GB,30,17.6,13.7,$69.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M1E3200C16+8GB&id=13283,"4,720 KOps/Sec","31,190 MBytes/Sec","18,757 MBytes/Sec","12,415 MBytes/Sec",43 ns (lower is better),"37,208 MBytes/Sec"
223,Corsair CMK8GX4M2A2133C13 4GB,32,16.7,12.2,$79.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2A2400C14+4GB&id=7182,"3,477 KOps/Sec","27,453 MBytes/Sec","16,038 MBytes/Sec","10,693 MBytes/Sec",42 ns (lower is better),"29,605 MBytes/Sec"
224,Corsair CMK8GX4M2A2400C14 4GB,33,16.1,11.8,$69.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2A2400C16+4GB&id=8256,"3,611 KOps/Sec","28,004 MBytes/Sec","16,712 MBytes/Sec","10,431 MBytes/Sec",47 ns (lower is better),"32,784 MBytes/Sec"
225,Corsair CMK8GX4M2A2400C16 4GB,32,16.4,12.8,$66.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2A2666C16+4GB&id=7981,"3,815 KOps/Sec","29,188 MBytes/Sec","15,893 MBytes/Sec","10,390 MBytes/Sec",43 ns (lower is better),"32,707 MBytes/Sec"
226,Corsair CMK8GX4M2A2666C16 4GB,30,16.0,11.9,$69.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2A2800C16+4GB&id=8397,"3,746 KOps/Sec","28,646 MBytes/Sec","16,413 MBytes/Sec","11,784 MBytes/Sec",30 ns (lower is better),"28,886 MBytes/Sec"
227,Corsair CMK8GX4M2A2800C16 4GB,30,16.4,11.8,$68.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B3000C15+4GB&id=7934,"3,874 KOps/Sec","28,278 MBytes/Sec","17,077 MBytes/Sec","11,985 MBytes/Sec",39 ns (lower is better),"37,748 MBytes/Sec"
228,Corsair CMK8GX4M2B3000C15 4GB,30,17.6,14.2,$237.75*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B3200C16+4GB&id=7942,"3,752 KOps/Sec","28,504 MBytes/Sec","17,456 MBytes/Sec","11,635 MBytes/Sec",42 ns (lower is better),"34,883 MBytes/Sec"
229,Corsair CMK8GX4M2B3200C16 4GB,28,18.2,13.5,$199.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B3600C18+4GB&id=8543,"4,975 KOps/Sec","30,467 MBytes/Sec","21,642 MBytes/Sec","16,059 MBytes/Sec",28 ns (lower is better),"40,937 MBytes/Sec"
230,Corsair CMK8GX4M2B3600C18 4GB,24,20.0,15.7,$167.34*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B3733C17+4GB&id=9699,"4,839 KOps/Sec","29,790 MBytes/Sec","16,671 MBytes/Sec","12,647 MBytes/Sec",34 ns (lower is better),"29,648 MBytes/Sec"
231,Corsair CMK8GX4M2B3733C17 4GB,21,19.4,14.6,$226.10*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B3866C18+4GB&id=9475,NA,"24,360 MBytes/Sec","15,845 MBytes/Sec","13,353 MBytes/Sec",28 ns (lower is better),NA
232,Corsair CMK8GX4M2B3866C18 4GB,28,15.8,13.4,$107.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B4000C19+4GB&id=9816,"4,983 KOps/Sec","29,840 MBytes/Sec","18,154 MBytes/Sec","14,245 MBytes/Sec",27 ns (lower is better),"34,288 MBytes/Sec"
233,Corsair CMK8GX4M2B4000C19 4GB,21,18.1,13.4,$140.34*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B4133C19+4GB&id=10123,"4,460 KOps/Sec","28,730 MBytes/Sec","15,349 MBytes/Sec","13,373 MBytes/Sec",35 ns (lower is better),"47,472 MBytes/Sec"
234,Corsair CMK8GX4M2B4200C19 4GB,44,14.7,10.1,$438.37*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2B4266C19+4GB&id=10476,NA,NA,NA,NA,NA,NA
235,Corsair CMK8GX4M2C3000C16 4GB,28,18.1,13.9,$96.93*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK8GX4M2D2666C16+4GB&id=12527,"2,611 KOps/Sec","25,758 MBytes/Sec","15,398 MBytes/Sec","8,866 MBytes/Sec",48 ns (lower is better),"29,187 MBytes/Sec"
236,Corsair CMK8GX4M2D2666C16 4GB,23,17.4,12.8,$119.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN16GX4M2Z3200C16+8GB&id=18004,"4,912 KOps/Sec","31,505 MBytes/Sec","21,405 MBytes/Sec","14,474 MBytes/Sec",48 ns (lower is better),"40,491 MBytes/Sec"
237,Corsair CMN16GX4M2Z3200C16 8GB,35,21.4,15.1,$118.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN16GX4M2Z3600C16+8GB&id=17829,"6,394 KOps/Sec","34,273 MBytes/Sec","24,047 MBytes/Sec","15,919 MBytes/Sec",44 ns (lower is better),"48,095 MBytes/Sec"
238,Corsair CMN16GX4M2Z3600C16 8GB,40,24.5,17.7,$189.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN16GX4M2Z3600C18+8GB&id=17519,"5,157 KOps/Sec","32,438 MBytes/Sec","22,483 MBytes/Sec","14,644 MBytes/Sec",43 ns (lower is better),"45,846 MBytes/Sec"
239,Corsair CMN16GX4M2Z3600C18 8GB,33,23.3,16.8,$125.99,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN32GX4M2Z3200C16+16GB&id=17566,"6,623 KOps/Sec","34,900 MBytes/Sec","21,921 MBytes/Sec","15,127 MBytes/Sec",43 ns (lower is better),"42,622 MBytes/Sec"
240,Corsair CMN32GX4M2Z3200C16 16GB,35,20.1,15.7,$199.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN32GX4M2Z3600C16+16GB&id=17806,"6,789 KOps/Sec","34,495 MBytes/Sec","23,938 MBytes/Sec","16,968 MBytes/Sec",43 ns (lower is better),"47,674 MBytes/Sec"
241,Corsair CMN32GX4M2Z3600C16 16GB,34,22.6,17.0,$299.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN32GX4M2Z3600C18+16GB&id=17172,"6,717 KOps/Sec","34,463 MBytes/Sec","22,700 MBytes/Sec","15,938 MBytes/Sec",44 ns (lower is better),"47,336 MBytes/Sec"
242,Corsair CMN32GX4M2Z3600C18 16GB,41,22.2,16.2,$319.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN32GX4M2Z4000C18+16GB&id=17343,"7,233 KOps/Sec","35,686 MBytes/Sec","20,433 MBytes/Sec","15,513 MBytes/Sec",45 ns (lower is better),"50,457 MBytes/Sec"
243,Corsair CMN32GX4M2Z4000C18 16GB,37,20.3,17.5,$436.98,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN32GX4M2Z4600C18+16GB&id=17379,"7,716 KOps/Sec","35,030 MBytes/Sec","22,628 MBytes/Sec","17,026 MBytes/Sec",42 ns (lower is better),"51,292 MBytes/Sec"
244,Corsair CMN32GX4M2Z4600C18 16GB,28,18.9,17.3,$499.00,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN32GX4M4Z3600C18+8GB&id=17380,"6,744 KOps/Sec","33,230 MBytes/Sec","22,839 MBytes/Sec","16,739 MBytes/Sec",42 ns (lower is better),"46,431 MBytes/Sec"
245,Corsair CMN64GX4M2Z3200C16 32GB,34,21.8,15.6,$659.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMN64GX4M4Z3600C18+16GB&id=17386,"7,231 KOps/Sec","32,797 MBytes/Sec","19,086 MBytes/Sec","15,690 MBytes/Sec",44 ns (lower is better),"54,273 MBytes/Sec"
246,Corsair CMN64GX4M4Z3600C18 16GB,51,11.5,14.0,$559.00*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR128GX4M8C3000C16+16GB&id=11840,"6,039 KOps/Sec","32,797 MBytes/Sec","18,554 MBytes/Sec","14,981 MBytes/Sec",28 ns (lower is better),"40,680 MBytes/Sec"
247,Corsair CMR128GX4M8C3000C16 16GB,21,19.7,15.9,$999.99*,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMR128GX4M8X3800C19+16GB&id=12006,"5,153 KOps/Sec","29,189 MBytes/Sec","11,844 MBytes/Sec","13,771 MBytes/Sec",41 ns (lower is better),"56,864 MBytes/Sec"
